index,titulo_y,ubicacion_y,precio_num,habitaciones_num,baños_num,metros_num,superficie_construida_num,superficie_util_num,link,url,lat,lon
368,Apartamento en calle Lagasca,Castellana (Distrito Barrio de Salamanca. Madrid Capital),3200.0,2.0,2.0,125.0,125.0,124.0,https://www.pisos.com/alquilar/apartamento-salamanca_castellana28006-50898063187_100500/,https://www.pisos.com/alquilar/apartamento-salamanca_castellana28006-50898063187_100500/,40.4365548,-3.6841368
369,Piso en Castellana,Castellana (Distrito Salamanca. Madrid Capital),3800.0,4.0,3.0,230.0,230.0,217.0,https://www.pisos.com/alquilar/piso-salamanca_castellana28046-25864669701_515716/,https://www.pisos.com/alquilar/piso-salamanca_castellana28046-25864669701_515716/,40.4271481,-3.6893668
370,"Piso en calle de Menéndez Pidal, 27",Nueva España (Distrito Chamartín. Madrid Capital),1150.0,1.0,30.0,5.0,30.0,28.0,https://www.pisos.com/alquilar/piso-nueva_espana28036-49167177880_529055/,https://www.pisos.com/alquilar/piso-nueva_espana28036-49167177880_529055/,40.463287,-3.6814308
371,Apartamento en El Viso,El Viso (Distrito Chamartín. Madrid Capital),2400.0,2.0,2.0,78.0,78.0,64.0,https://www.pisos.com/alquilar/apartamento-chamartin_el_viso28036-53432127082_100500/,https://www.pisos.com/alquilar/apartamento-chamartin_el_viso28036-53432127082_100500/,40.4517342,-3.6878528
372,Piso en calle Castelló,Castellana (Distrito Barrio de Salamanca. Madrid Capital),4650.0,4.0,3.0,193.0,193.0,182.0,https://www.pisos.com/alquilar/piso-barrio_de_salamanca_castellana28006-53343512327_100500/,https://www.pisos.com/alquilar/piso-barrio_de_salamanca_castellana28006-53343512327_100500/,40.4329146,-3.681005
373,"Piso en calle de Antonio Grilo, 3",Universidad-Malasaña (Distrito Centro. Madrid Capital),1350.0,2.0,1.0,49.0,49.0,42.0,https://www.pisos.com/alquilar/piso-universidad_malasana28015-49257651013_529055/,https://www.pisos.com/alquilar/piso-universidad_malasana28015-49257651013_529055/,40.423428,-3.707958
374,"Piso en calle de Jaén, 30",Cuatro Caminos (Distrito Tetuán. Madrid Capital),2150.0,3.0,1.0,85.0,85.0,80.0,https://www.pisos.com/alquilar/piso-tetuan_cuatro_caminos28020-49236315958_529055/,https://www.pisos.com/alquilar/piso-tetuan_cuatro_caminos28020-49236315958_529055/,40.45027,-3.7004302
375,"Apartamento en calle del Poeta Joan Maragall, 19",Castillejos (Distrito Tetuán. Madrid Capital),1200.0,1.0,1.0,65.0,65.0,55.0,https://www.pisos.com/alquilar/apartamento-castillejos28020-45078622957_991150/,https://www.pisos.com/alquilar/apartamento-castillejos28020-45078622957_991150/,40.457092,-3.692435
376,Piso en calle del Doctor Castelo,Ibiza (Distrito Retiro. Madrid Capital),2200.0,2.0,1.0,79.0,79.0,70.0,https://www.pisos.com/alquilar/piso-ibiza28009-53430060005_100500/,https://www.pisos.com/alquilar/piso-ibiza28009-53430060005_100500/,40.4204056,-3.674704
377,Piso en calle de Antonio Arias,Ibiza (Distrito Retiro. Madrid Capital),3280.0,4.0,3.0,120.0,,,https://www.pisos.com/alquilar/piso-ibiza28009-53355782495_100500/,https://www.pisos.com/alquilar/piso-ibiza28009-53355782495_100500/,,
378,Piso en calle del Conde de Aranda,Recoletos (Distrito Barrio de Salamanca. Madrid Capital),2500.0,1.0,1.0,67.0,67.0,65.0,https://www.pisos.com/alquilar/piso-recoletos28001-53388879129_100500/,https://www.pisos.com/alquilar/piso-recoletos28001-53388879129_100500/,40.4218273,-3.6862236
379,Ático en calle de Alfonso X,Almagro (Distrito Chamberí. Madrid Capital),2423.0,2.0,1.0,59.0,59.0,44.0,https://www.pisos.com/alquilar/atico-chamberi_almagro28010-53416453566_100500/,https://www.pisos.com/alquilar/atico-chamberi_almagro28010-53416453566_100500/,40.4331906,-3.6922041
380,Piso en calle de Juan Ramón Jiménez,Hispanoamérica (Distrito Chamartín. Madrid Capital),2200.0,1.0,1.0,85.0,85.0,75.0,https://www.pisos.com/alquilar/piso-chamartin_hispanoamerica28036-52556479627_100500/,https://www.pisos.com/alquilar/piso-chamartin_hispanoamerica28036-52556479627_100500/,40.459886059,-3.686612004
381,Chalet en Cercedilla,Cercedilla,1800.0,3.0,3.0,240.0,240.0,220.0,https://www.pisos.com/alquilar/chalet-cercedilla_centro_urbano-45024222600_100500/,https://www.pisos.com/alquilar/chalet-cercedilla_centro_urbano-45024222600_100500/,40.729038,-4.075934
383,Piso en La Navata,La Navata (Galapagar),990.0,1.0,2.0,45.0,45.0,,https://www.pisos.com/alquilar/piso-galapagar_la_navata28260-20914713117_101800/,https://www.pisos.com/alquilar/piso-galapagar_la_navata28260-20914713117_101800/,40.586494976,-3.996406333
384,Piso en Aravaca,Aravaca (Distrito Moncloa-Aravaca. Madrid Capital),1500.0,2.0,1.0,90.0,90.0,,https://www.pisos.com/alquilar/piso-moncloa_aravaca_aravaca28023-45072351463_101800/,https://www.pisos.com/alquilar/piso-moncloa_aravaca_aravaca28023-45072351463_101800/,40.4446662,-3.7879384
385,Piso en Plaza del Doctor Laguna,Niño Jesús (Distrito Retiro. Madrid Capital),2800.0,4.0,3.0,118.0,118.0,110.0,https://www.pisos.com/alquilar/piso-nino_jesus28009-50912702810_100500/,https://www.pisos.com/alquilar/piso-nino_jesus28009-50912702810_100500/,40.4152975,-3.67303
386,Piso en calle del Valle del Silencio,Valdezarza (Distrito Moncloa-Aravaca. Madrid Capital),1550.0,2.0,1.0,78.0,,,https://www.pisos.com/alquilar/piso-valdezarza28039-52587346227_100500/,https://www.pisos.com/alquilar/piso-valdezarza28039-52587346227_100500/,,
389,Loft en calle de Alfonso Gómez,Simancas (Distrito San Blas. Madrid Capital),2300.0,2.0,1.0,180.0,180.0,140.0,https://www.pisos.com/alquilar/loft-san_blas_simancas28037-52559139647_500564/,https://www.pisos.com/alquilar/loft-san_blas_simancas28037-52559139647_500564/,40.4384338,-3.6286078
390,Piso en Travesía del Conde Duque,Universidad-Malasaña (Distrito Centro. Madrid Capital),3900.0,3.0,2.0,120.0,120.0,90.0,https://www.pisos.com/alquilar/piso-universidad_malasana28015-53374416491_100500/,https://www.pisos.com/alquilar/piso-universidad_malasana28015-53374416491_100500/,40.4259014,-3.7101894
391,"Casa adosada en Paseo Club Deportivo, 2",Zona Avenida de Europa (Pozuelo de Alarcón),4000.0,5.0,3.0,590.0,590.0,550.0,https://www.pisos.com/alquilar/casa_adosada-zona_avenida_de_europa-945856908635336_109700/,https://www.pisos.com/alquilar/casa_adosada-zona_avenida_de_europa-945856908635336_109700/,40.4212,-3.80488
392,Estudio en calle de los Madrazo,Cortes-Huertas (Distrito Centro. Madrid Capital),1195.0,1.0,32.0,,32.0,,https://www.pisos.com/alquilar/estudio-cortes_huertas28014-52543166566_101800/,https://www.pisos.com/alquilar/estudio-cortes_huertas28014-52543166566_101800/,40.4175519,-3.6983527
393,Ático en calle de Juan Álvarez Mendizábal,Argüelles (Distrito Moncloa-Aravaca. Madrid Capital),1900.0,1.0,1.0,74.0,74.0,70.0,https://www.pisos.com/alquilar/atico-moncloa_aravaca_arguelles28008-53390302835_100500/,https://www.pisos.com/alquilar/atico-moncloa_aravaca_arguelles28008-53390302835_100500/,40.4293622,-3.718998
394,"Loft en calle de Las Navas de Tolosa, 9",Sol (Distrito Centro. Madrid Capital),3700.0,2.0,3.0,205.0,205.0,205.0,https://www.pisos.com/alquilar/loft-sol_barrio28013-39265841354_527206/,https://www.pisos.com/alquilar/loft-sol_barrio28013-39265841354_527206/,40.41907319847509,-3.7071854808101232
397,"Estudio en Pasaje de la Virgen de la Alegría, 14",Quintana (Distrito Ciudad Lineal. Madrid Capital),1500.0,1.0,1.0,30.0,30.0,30.0,https://www.pisos.com/alquilar/estudio-ciudad_lineal_quintana-38401942335_527206/,https://www.pisos.com/alquilar/estudio-ciudad_lineal_quintana-38401942335_527206/,40.43407326819552,-3.657167285790349
398,Piso en calle de Monteleón,Universidad-Malasaña (Distrito Centro. Madrid Capital),1990.0,2.0,1.0,75.0,75.0,74.0,https://www.pisos.com/alquilar/piso-universidad_malasana28004-36691645811_100500/,https://www.pisos.com/alquilar/piso-universidad_malasana28004-36691645811_100500/,40.4283085,-3.7048443
399,"Piso en Plaza de España, 18",Argüelles (Distrito Moncloa-Aravaca. Madrid Capital),3000.0,2.0,2.0,82.0,82.0,,https://www.pisos.com/alquilar/piso-moncloa_aravaca_arguelles28008-53366807240_100500/,https://www.pisos.com/alquilar/piso-moncloa_aravaca_arguelles28008-53366807240_100500/,40.4244,-3.71228
400,Piso en calle del Tutor,Argüelles (Distrito Moncloa-Aravaca. Madrid Capital),2300.0,2.0,2.0,83.0,83.0,80.0,https://www.pisos.com/alquilar/piso-moncloa_aravaca_arguelles28008-53392967713_100500/,https://www.pisos.com/alquilar/piso-moncloa_aravaca_arguelles28008-53392967713_100500/,40.4305646,-3.7175478
401,Piso en calle del Doctor Fléming,Hispanoamérica (Distrito Chamartín. Madrid Capital),2800.0,4.0,3.0,157.0,157.0,140.0,https://www.pisos.com/alquilar/piso-chamartin_hispanoamerica28036-47589744956_100500/,https://www.pisos.com/alquilar/piso-chamartin_hispanoamerica28036-47589744956_100500/,40.4578662,-3.6875125
402,Piso en calle de la Drácena,Nueva España (Distrito Chamartín. Madrid Capital),1600.0,3.0,2.0,74.0,74.0,,https://www.pisos.com/alquilar/piso-nueva_espana28016-52554258314_104700/,https://www.pisos.com/alquilar/piso-nueva_espana28016-52554258314_104700/,40.4634934,-3.6684652
403,"Dúplex en Galapagar, Zona de - Casco Antiguo",Centro (Galapagar),1600.0,5.0,3.0,120.0,,,https://www.pisos.com/alquilar/duplex-galapagar_centro-53355683514_104700/,https://www.pisos.com/alquilar/duplex-galapagar_centro-53355683514_104700/,,
404,Piso en Plaza de Pedro Zerolo,Justicia-Chueca (Distrito Centro. Madrid Capital),1800.0,1.0,1.0,55.0,55.0,48.0,https://www.pisos.com/alquilar/piso-justicia_chueca28004-45916185226_100500/,https://www.pisos.com/alquilar/piso-justicia_chueca28004-45916185226_100500/,40.421303,-3.6992657
405,Piso en Marazuela-El Torreón,Marazuela-El Torreón (Las Rozas de Madrid),1900.0,3.0,2.0,158.0,158.0,,https://www.pisos.com/alquilar/piso-marazuela_el_torreon28231-52520530711_101800/,https://www.pisos.com/alquilar/piso-marazuela_el_torreon28231-52520530711_101800/,40.4906566,-3.8637706
406,Estudio en Avenida del Juncal,Vega de la Moraleja (San Sebastián de los Reyes),1450.0,1.0,64.0,,64.0,60.0,https://www.pisos.com/alquilar/estudio-vega_de_la_moraleja-51691538719_100500/,https://www.pisos.com/alquilar/estudio-vega_de_la_moraleja-51691538719_100500/,40.5404742,-3.6202844
407,Piso en calle de Montesa,Goya (Distrito Barrio de Salamanca. Madrid Capital),2200.0,2.0,1.0,69.0,69.0,65.0,https://www.pisos.com/alquilar/piso-goya28006-53342051543_100500/,https://www.pisos.com/alquilar/piso-goya28006-53342051543_100500/,40.4270076,-3.6725484
408,Piso en calle de Moreno Nieto,Imperial (Distrito Arganzuela. Madrid Capital),1250.0,1.0,1.0,64.0,64.0,54.0,https://www.pisos.com/alquilar/piso-imperial28005-43410344382_519513/,https://www.pisos.com/alquilar/piso-imperial28005-43410344382_519513/,40.4118945,-3.7209437
409,Piso en calle de Menéndez Pidal,Nueva España (Distrito Chamartín. Madrid Capital),1100.0,1.0,41.0,5.0,41.0,37.0,https://www.pisos.com/alquilar/piso-nueva_espana28036-52532541788_106000/,https://www.pisos.com/alquilar/piso-nueva_espana28036-52532541788_106000/,40.4626351,-3.6811311
410,Apartamento en calle de Lope de Vega,Cortes-Huertas (Distrito Centro. Madrid Capital),1300.0,1.0,1.0,65.0,65.0,65.0,https://www.pisos.com/alquilar/apartamento-cortes_huertas28014-53412308963_523378/,https://www.pisos.com/alquilar/apartamento-cortes_huertas28014-53412308963_523378/,40.4139128,-3.6984595
411,"Piso en calle de la Concepción Jerónima, 18",Sol (Distrito Centro. Madrid Capital),1400.0,1.0,1.0,55.0,55.0,44.0,https://www.pisos.com/alquilar/piso-sol_barrio28012-49203861747_529055/,https://www.pisos.com/alquilar/piso-sol_barrio28012-49203861747_529055/,40.41398,-3.7065477
414,Piso en calle de Alberto Aguilera,Arapiles (Distrito Chamberí. Madrid Capital),1550.0,1.0,1.0,56.0,56.0,,https://www.pisos.com/alquilar/piso-chamberi_arapiles28015-53386318691_101800/,https://www.pisos.com/alquilar/piso-chamberi_arapiles28015-53386318691_101800/,40.4298743,-3.7068961
415,Piso en calle de Lope de Rueda,Goya (Distrito Barrio de Salamanca. Madrid Capital),3200.0,2.0,2.0,57.0,57.0,50.0,https://www.pisos.com/alquilar/piso-goya28009-49183841731_528973/,https://www.pisos.com/alquilar/piso-goya28009-49183841731_528973/,40.4229204,-3.6775118
416,Ático en calle del Doctor Marañón,Centro (Las Rozas de Madrid),1850.0,3.0,2.0,85.0,85.0,75.0,https://www.pisos.com/alquilar/atico-las_rozas_de_madrid_centro28231-49174262635_996542/,https://www.pisos.com/alquilar/atico-las_rozas_de_madrid_centro28231-49174262635_996542/,40.4939341,-3.8727475
417,"Apartamento en calle de Topete, 11",Bellas Vistas (Distrito Tetuán. Madrid Capital),2600.0,3.0,1.0,58.0,58.0,58.0,https://www.pisos.com/alquilar/apartamento-bellas_vistas28039-39229612489_527206/,https://www.pisos.com/alquilar/apartamento-bellas_vistas28039-39229612489_527206/,40.449406238195984,-3.704813928460048
418,Piso en Casco Antiguo,Casco Antiguo (Torrelodones),1600.0,4.0,2.0,120.0,120.0,,https://www.pisos.com/alquilar/piso-torrelodones_casco_antiguo-50849890682_101800/,https://www.pisos.com/alquilar/piso-torrelodones_casco_antiguo-50849890682_101800/,40.5761228,-3.9280023
419,Ático en Camino Viejo del Cura,Encinar de los Reyes (La Moraleja),6900.0,4.0,5.0,400.0,400.0,250.0,https://www.pisos.com/alquilar/atico-la_moraleja_encinar_de_los_reyes28055-53409042491_100500/,https://www.pisos.com/alquilar/atico-la_moraleja_encinar_de_los_reyes28055-53409042491_100500/,40.5084758,-3.6237108
421,Piso en calle del Pensamiento,Castillejos (Distrito Tetuán. Madrid Capital),2500.0,2.0,2.0,118.0,118.0,,https://www.pisos.com/alquilar/piso-castillejos28020-53423509290_100500/,https://www.pisos.com/alquilar/piso-castillejos28020-53423509290_100500/,40.4596178,-3.6982926
423,Piso en calle de Loeches,Casa de Campo (Distrito Moncloa-Aravaca. Madrid Capital),1250.0,1.0,1.0,77.0,77.0,70.0,https://www.pisos.com/alquilar/piso-casa_de_campo28008-50903605745_519513/,https://www.pisos.com/alquilar/piso-casa_de_campo28008-50903605745_519513/,40.4309926,-3.7330204
424,"Estudio en calle Orce, 6",El Bosque (Villaviciosa de Odón),995.0,1.0,1.0,38.0,38.0,34.0,https://www.pisos.com/alquilar/estudio-villaviciosa_de_odon_el_bosque28670-51703983293_106000/,https://www.pisos.com/alquilar/estudio-villaviciosa_de_odon_el_bosque28670-51703983293_106000/,40.3909,-3.93255
